id,name,type,attribute,level,atk,def,img_url
58092907,Performapal Celestial Magician,Spellcaster,DARK,4.0,1500.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/58092907.jpg
58098303,Flame Ogre,Fiend,FIRE,7.0,2400.0,1700.0,https://images.ygoprodeck.com/images/cards_cropped/58098303.jpg
58131925,Blackwing - Damascus the Polar Night,Winged Beast,DARK,3.0,1300.0,700.0,https://images.ygoprodeck.com/images/cards_cropped/58131925.jpg
58132856,Toy Magician,Spellcaster,LIGHT,4.0,1600.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/58132856.jpg
58139128,Gravekeeper's Shaman,Spellcaster,DARK,6.0,1500.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/58139128.jpg
58139997,Witchcrafter Edel,Spellcaster,LIGHT,5.0,2000.0,2300.0,https://images.ygoprodeck.com/images/cards_cropped/58139997.jpg
58143852,Nightmare Apprentice,Illusion,DARK,6.0,2000.0,1700.0,https://images.ygoprodeck.com/images/cards_cropped/58143852.jpg
58153103,Armed Dragon Thunder LV10,Dragon,WIND,10.0,3000.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/58153103.jpg
58165765,Red Dragon Ninja,Winged Beast,FIRE,6.0,2400.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/58165765.jpg
58185394,Giant Kozaky,Fiend,DARK,4.0,2500.0,2400.0,https://images.ygoprodeck.com/images/cards_cropped/58185394.jpg
58192742,Petit Moth,Insect,EARTH,1.0,300.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/58192742.jpg
58201062,"Spectral, Dragon Ruler of Flickers",Dragon,LIGHT,2.0,600.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/58201062.jpg
58205203,"Mariamne Paradox, the True Dracophoenix Knight",Wyrm,WIND,6.0,1800.0,1400.0,https://images.ygoprodeck.com/images/cards_cropped/58205203.jpg
58206034,Dark Lucius LV8,Fiend,EARTH,8.0,2800.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/58206034.jpg
58242947,Junk Collector,Warrior,LIGHT,5.0,1000.0,2200.0,https://images.ygoprodeck.com/images/cards_cropped/58242947.jpg
58257569,Red-Eyes Baby Dragon,Dragon,DARK,3.0,1200.0,700.0,https://images.ygoprodeck.com/images/cards_cropped/58257569.jpg
58268433,Blade Rabbit,Beast,EARTH,2.0,400.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/58268433.jpg
58288218,Masked HERO Furnace,Warrior,FIRE,7.0,2200.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/58288218.jpg
58288565,Butterfly Fish,Fish,WATER,3.0,700.0,400.0,https://images.ygoprodeck.com/images/cards_cropped/58288565.jpg
58314394,Ground Attacker Bugroth,Machine,EARTH,4.0,1500.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/58314394.jpg
58324930,Anarchist Monk Ranshin,Spellcaster,EARTH,4.0,1800.0,100.0,https://images.ygoprodeck.com/images/cards_cropped/58324930.jpg
58330108,Gigarays Gandora the Dragon of Destruction,Dragon,DARK,8.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/58330108.jpg
58346901,Infernoble Knight Oliver,Warrior,FIRE,4.0,1000.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/58346901.jpg
58354899,Vulcarrion the Rotting Phoenix,Zombie,DARK,4.0,1600.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/58354899.jpg
58363151,S-Force Pla-Tina,Spellcaster,DARK,6.0,2200.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/58363151.jpg
58369990,Doomstar Magician,Spellcaster,DARK,4.0,1800.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/58369990.jpg
58383100,Cipher Mirror Knight,Warrior,LIGHT,4.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/58383100.jpg
58400390,Beckoned by the World Chalice,Warrior,EARTH,4.0,1800.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/58400390.jpg
58446973,Infernoid Decatron,Fiend,FIRE,1.0,500.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/58446973.jpg
58453942,Psychic Snail,Psychic,EARTH,4.0,1900.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/58453942.jpg
58471134,Mermail Abysspike,Fish,WATER,4.0,1600.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/58471134.jpg
58475908,Wind-Up Snail,Aqua,WATER,2.0,100.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/58475908.jpg
58494728,Steelswarm Girastag,Fiend,DARK,7.0,2600.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/58494728.jpg
58518520,Clear Effector,Spellcaster,LIGHT,2.0,0.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/58518520.jpg
58538870,Oppressed People,Aqua,WATER,1.0,400.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/58538870.jpg
58551308,Spear Cretin,Fiend,DARK,2.0,500.0,500.0,https://images.ygoprodeck.com/images/cards_cropped/58551308.jpg
58554959,Evil HERO Malicious Edge,Fiend,EARTH,7.0,2600.0,1800.0,https://images.ygoprodeck.com/images/cards_cropped/58554959.jpg
58569561,Aromage Rosemary,Plant,WATER,4.0,1800.0,700.0,https://images.ygoprodeck.com/images/cards_cropped/58569561.jpg
58582979,Defrag Dragon,Dragon,DARK,3.0,1000.0,600.0,https://images.ygoprodeck.com/images/cards_cropped/58582979.jpg
58589739,S-Force Professor DiGamma,Psychic,DARK,3.0,1000.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/58589739.jpg
58604027,The Legendary Exodia Incarnate,Spellcaster,DARK,10.0,-1.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/58604027.jpg
58616392,Doomdog Octhros,Fiend,DARK,3.0,800.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/58616392.jpg
58655504,Gnomaterial,Fairy,EARTH,1.0,0.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/58655504.jpg
58657303,Gravekeeper's Spiritualist,Spellcaster,DARK,4.0,1500.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/58657303.jpg
58680635,Electrode Beast Anion,Thunder,LIGHT,2.0,300.0,100.0,https://images.ygoprodeck.com/images/cards_cropped/58680635.jpg
58685438,Bicorn Re'em,Beast,DARK,4.0,800.0,1600.0,https://images.ygoprodeck.com/images/cards_cropped/58685438.jpg
58695102,Re-Cover,Psychic,EARTH,1.0,700.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/58695102.jpg
58696829,Bio-Mage,Fairy,LIGHT,3.0,1150.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/58696829.jpg
58707981,Disablaster the Negation Fortress,Machine,LIGHT,5.0,500.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/58707981.jpg
58753372,Super Quantal Fairy Alphan,Fairy,LIGHT,1.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/58753372.jpg
58760121,Worm Falco,Reptile,LIGHT,2.0,500.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/58760121.jpg
58769832,Royal Archfiend,Fiend,FIRE,7.0,2400.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/58769832.jpg
58786132,Lucius the Shadow Vassal,Fiend,DARK,1.0,800.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/58786132.jpg
58807980,Monoceros,Beast,LIGHT,3.0,1000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/58807980.jpg
58818411,Empress Mantis,Insect,WIND,6.0,2200.0,1400.0,https://images.ygoprodeck.com/images/cards_cropped/58818411.jpg
58820853,Blackwing - Shura the Blue Flame,Winged Beast,DARK,4.0,1800.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/58820853.jpg
58831685,Giant Red Seasnake,Aqua,WATER,4.0,1800.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/58831685.jpg
58843503,Medium Piece Golem,Rock,EARTH,4.0,1600.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/58843503.jpg
58844135,Antihuman Intelligence ME-PSY-YA,Cyberse,LIGHT,8.0,2500.0,3000.0,https://images.ygoprodeck.com/images/cards_cropped/58844135.jpg
58861941,Ooguchi,Aqua,WATER,1.0,300.0,250.0,https://images.ygoprodeck.com/images/cards_cropped/58861941.jpg
58911105,Upstart Golden Ninja,Warrior,LIGHT,4.0,500.0,1800.0,https://images.ygoprodeck.com/images/cards_cropped/58911105.jpg
58916810,Crackle Blitzclique,Thunder,EARTH,3.0,1500.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/58916810.jpg
58932615,Elemental HERO Burstinatrix,Warrior,FIRE,3.0,1200.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/58932615.jpg
58938528,Performapal Ladyange,Fairy,LIGHT,3.0,1000.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/58938528.jpg
58947797,Vampire Duke,Zombie,DARK,5.0,2000.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/58947797.jpg
58981727,Yosenju Sabu,Beast-Warrior,WIND,4.0,1700.0,400.0,https://images.ygoprodeck.com/images/cards_cropped/58981727.jpg
58984738,"Dinomight Knight, the True Dracofighter",Wyrm,WATER,6.0,2500.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/58984738.jpg
58990362,"Zefraniu, Secret of the Yang Zing",Wyrm,EARTH,6.0,0.0,2600.0,https://images.ygoprodeck.com/images/cards_cropped/58990362.jpg
58996430,"Wulf, Lightsworn Beast",Beast-Warrior,LIGHT,4.0,2100.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/58996430.jpg
58996839,Ashoka Pillar,Rock,EARTH,3.0,0.0,2200.0,https://images.ygoprodeck.com/images/cards_cropped/58996839.jpg
59011257,Fallin' Cheatah,Beast,FIRE,3.0,1100.0,2200.0,https://images.ygoprodeck.com/images/cards_cropped/59011257.jpg
59019082,"Garoth, Lightsworn Warrior",Warrior,LIGHT,4.0,1850.0,1300.0,https://images.ygoprodeck.com/images/cards_cropped/59019082.jpg
59023523,Cybernetic Magician,Spellcaster,LIGHT,6.0,2400.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/59023523.jpg
59042331,Hedge Guard,Plant,EARTH,3.0,0.0,2100.0,https://images.ygoprodeck.com/images/cards_cropped/59042331.jpg
59053232,Turu-Purun,Aqua,WATER,2.0,450.0,500.0,https://images.ygoprodeck.com/images/cards_cropped/59053232.jpg
59057152,Noble Knight Medraut,Warrior,LIGHT,4.0,1700.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/59057152.jpg
59106048,Witchcrafter Seed,Spellcaster,WIND,4.0,1300.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/59106048.jpg
59123937,D/D Vice Typhon,Fiend,DARK,7.0,2300.0,2800.0,https://images.ygoprodeck.com/images/cards_cropped/59123937.jpg
59138498,Martyr of the Sacred Beasts,Fiend,DARK,1.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/59138498.jpg
59185998,Altergeist Pookuery,Spellcaster,DARK,1.0,300.0,100.0,https://images.ygoprodeck.com/images/cards_cropped/59185998.jpg
59228631,Starry Knight Astel,Fairy,LIGHT,4.0,500.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/59228631.jpg
59235795,Destruction Cyclone,Reptile,WIND,7.0,2000.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/59235795.jpg
59251766,Bujingi Hare,Beast,LIGHT,4.0,1700.0,500.0,https://images.ygoprodeck.com/images/cards_cropped/59251766.jpg
59281822,Umbramirage the Elemental Lord,Fiend,DARK,8.0,2800.0,2200.0,https://images.ygoprodeck.com/images/cards_cropped/59281822.jpg
59281922,Cyber Dragon Drei,Machine,LIGHT,4.0,1800.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/59281922.jpg
59290628,Nightmare Horse,Zombie,DARK,2.0,500.0,400.0,https://images.ygoprodeck.com/images/cards_cropped/59290628.jpg
59297550,Wind-Up Magician,Spellcaster,FIRE,4.0,600.0,1800.0,https://images.ygoprodeck.com/images/cards_cropped/59297550.jpg
59312550,Jurrac Velo,Dinosaur,FIRE,4.0,1700.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/59312550.jpg
59323650,Regenesis Dragon,Dragon,WIND,8.0,2500.0,2500.0,https://images.ygoprodeck.com/images/cards_cropped/59323650.jpg
59364406,Burning Beast,Pyro,FIRE,4.0,1500.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/59364406.jpg
59368956,Deskbot 002,Machine,EARTH,2.0,500.0,500.0,https://images.ygoprodeck.com/images/cards_cropped/59368956.jpg
59369430,Golgoil the Steel Seismic Smasher,Illusion,EARTH,10.0,1800.0,3200.0,https://images.ygoprodeck.com/images/cards_cropped/59369430.jpg
59380081,Big-Tusked Mammoth,Beast,EARTH,5.0,2000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/59380081.jpg
59383041,Toon Alligator,Reptile,WATER,4.0,800.0,1600.0,https://images.ygoprodeck.com/images/cards_cropped/59383041.jpg
59392529,Elemental HERO Liquid Soldier,Warrior,WATER,4.0,1400.0,1300.0,https://images.ygoprodeck.com/images/cards_cropped/59392529.jpg
59438930,Ghost Ogre & Snow Rabbit,Psychic,LIGHT,3.0,0.0,1800.0,https://images.ygoprodeck.com/images/cards_cropped/59438930.jpg
59463312,Eidos the Underworld Squire,Spellcaster,DARK,2.0,800.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/59463312.jpg
59464593,Armed Dragon LV10,Dragon,WIND,10.0,3000.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/59464593.jpg
59481082,Lightsworn Dragonling,Dragon,LIGHT,4.0,1500.0,1300.0,https://images.ygoprodeck.com/images/cards_cropped/59481082.jpg
59482302,Ally Salvo,Machine,DARK,2.0,400.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/59482302.jpg
59496924,Kozmo Landwalker,Machine,DARK,6.0,2400.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/59496924.jpg
59504256,Demigod of the Tistina,Aqua,LIGHT,10.0,2000.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/59504256.jpg
59509952,Archlord Kristya,Fairy,LIGHT,8.0,2800.0,2300.0,https://images.ygoprodeck.com/images/cards_cropped/59509952.jpg
59546528,Dance Princess of the Ice Barrier,Spellcaster,WATER,4.0,1700.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/59546528.jpg
59546797,Juragedo,Fiend,DARK,4.0,1700.0,1300.0,https://images.ygoprodeck.com/images/cards_cropped/59546797.jpg
59563768,Tenshin,Fairy,LIGHT,2.0,800.0,100.0,https://images.ygoprodeck.com/images/cards_cropped/59563768.jpg
59575539,Krebons,Psychic,DARK,2.0,1200.0,400.0,https://images.ygoprodeck.com/images/cards_cropped/59575539.jpg
59577547,Salamangreat Parro,Cyberse,FIRE,5.0,2000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/59577547.jpg
59581480,Elfnote Tinia,Spellcaster,WATER,6.0,2400.0,1800.0,https://images.ygoprodeck.com/images/cards_cropped/59581480.jpg
59604521,Trickstar Rhodode,Fairy,LIGHT,4.0,1400.0,1900.0,https://images.ygoprodeck.com/images/cards_cropped/59604521.jpg
59640711,Speedroid Den-Den Daiko Duke,Machine,WIND,3.0,1000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/59640711.jpg
59644958,Overlay Owl,Winged Beast,WIND,4.0,800.0,1600.0,https://images.ygoprodeck.com/images/cards_cropped/59644958.jpg
59707204,"Simorgh, Bird of Protection",Winged Beast,WIND,4.0,1400.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/59707204.jpg
59708927,Umbral Horror Ghost,Fiend,DARK,2.0,200.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/59708927.jpg
59712426,Arcana Force XV - The Fiend,Fairy,LIGHT,7.0,2500.0,2500.0,https://images.ygoprodeck.com/images/cards_cropped/59712426.jpg
59724555,Dodododwarf Gogogoglove,Rock,EARTH,4.0,0.0,1800.0,https://images.ygoprodeck.com/images/cards_cropped/59724555.jpg
59755122,Dragunity Phalanx,Dragon,WIND,2.0,500.0,1100.0,https://images.ygoprodeck.com/images/cards_cropped/59755122.jpg
59762399,Performapal Odd-Eyes Light Phoenix,Winged Beast,LIGHT,5.0,2000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/59762399.jpg
59784896,Dark Zebra,Beast,EARTH,4.0,1800.0,400.0,https://images.ygoprodeck.com/images/cards_cropped/59784896.jpg
59785059,Igknight Champion,Warrior,FIRE,8.0,2800.0,2300.0,https://images.ygoprodeck.com/images/cards_cropped/59785059.jpg
59789370,"Gizmek Arakami, the Hailbringer Hog",Machine,WATER,4.0,1850.0,1850.0,https://images.ygoprodeck.com/images/cards_cropped/59789370.jpg
59793705,Elemental HERO Bladedge,Warrior,EARTH,7.0,2600.0,1800.0,https://images.ygoprodeck.com/images/cards_cropped/59793705.jpg
59797187,Gonogo,Rock,EARTH,3.0,1350.0,1600.0,https://images.ygoprodeck.com/images/cards_cropped/59797187.jpg
59805313,Volcanic Rimfire,Pyro,FIRE,1.0,300.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/59805313.jpg
59808784,Berlineth the Firestorm Vassal,Pyro,FIRE,3.0,800.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/59808784.jpg
59829423,Lord of the Missing Barrows,Fiend,LIGHT,10.0,3100.0,2900.0,https://images.ygoprodeck.com/images/cards_cropped/59829423.jpg
59834564,Bonfire Colossus,Beast-Warrior,FIRE,8.0,2600.0,2200.0,https://images.ygoprodeck.com/images/cards_cropped/59834564.jpg
59851535,Witchcrafter Potterie,Spellcaster,EARTH,2.0,0.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/59851535.jpg
59900655,Gold Pride - Nytro Head,Pyro,FIRE,8.0,2300.0,2600.0,https://images.ygoprodeck.com/images/cards_cropped/59900655.jpg
59901153,Phalaenop Sisters,Fairy,WIND,1.0,300.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/59901153.jpg
59907935,Cyber Archfiend,Fiend,DARK,4.0,1000.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/59907935.jpg
59911557,Gogogo Goram,Rock,EARTH,4.0,2300.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/59911557.jpg
59913418,"Demise, Supreme King of Armageddon",Fiend,DARK,10.0,3000.0,3000.0,https://images.ygoprodeck.com/images/cards_cropped/59913418.jpg
59951714,Majiosheldon,Warrior,WATER,3.0,800.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/59951714.jpg
59965151,Ghost Gardna,Warrior,DARK,4.0,0.0,1900.0,https://images.ygoprodeck.com/images/cards_cropped/59965151.jpg
59975920,Super Quantum Red Layer,Warrior,FIRE,5.0,2000.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/59975920.jpg
59983499,Dancing Elf,Fairy,WIND,1.0,300.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/59983499.jpg
60023855,Baby Spider,Insect,DARK,3.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/60023855.jpg
60033398,Ancient Warriors - Fearsome Zhang Yuan,Beast-Warrior,FIRE,6.0,2300.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/60033398.jpg
60037599,Drytron Gamma Eltanin,Machine,LIGHT,1.0,2000.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/60037599.jpg
60071928,Righty Driver,Machine,EARTH,1.0,100.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/60071928.jpg
60102563,Maji-Gire Panda,Beast,EARTH,4.0,1000.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/60102563.jpg
60145298,Diabellze the White Witch,Illusion,LIGHT,8.0,2500.0,2100.0,https://images.ygoprodeck.com/images/cards_cropped/60145298.jpg
60161788,"Blizzed, Defender of the Ice Barrier",Aqua,WATER,1.0,300.0,500.0,https://images.ygoprodeck.com/images/cards_cropped/60161788.jpg
60187739,Turbo Booster,Machine,EARTH,1.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/60187739.jpg
60203670,Gold Pride - Eliminator,Machine,EARTH,5.0,1800.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/60203670.jpg
60222213,"Raphion, the Timelord",Fairy,WIND,10.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/60222213.jpg
60228941,"Snoww, Unlight of Dark World",Fiend,DARK,4.0,1700.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/60228941.jpg
60229110,Granmarg the Rock Monarch,Rock,EARTH,6.0,2400.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/60229110.jpg
60242223,Bystial Saronir,Dragon,DARK,6.0,2500.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/60242223.jpg
60246171,Soitsu,Fairy,WIND,3.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/60246171.jpg
60258960,Legendary Flame Lord,Spellcaster,FIRE,7.0,2400.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/60258960.jpg
60268386,Heraldic Beast Gryphon,Winged Beast,WIND,4.0,1600.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/60268386.jpg
60283232,Wheel Synchron,Machine,LIGHT,5.0,800.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/60283232.jpg
60303688,"Dogmatika Ecclesia, the Virtuous",Spellcaster,LIGHT,4.0,1500.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/60303688.jpg
60316373,Heraldic Beast Aberconway,Dragon,WIND,4.0,1800.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/60316373.jpg
60349525,Cracking Dragon,Machine,DARK,8.0,3000.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/60349525.jpg
60410769,Jutte Fighter,Warrior,EARTH,2.0,700.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/60410769.jpg
60411677,Anubis the Last Judge,Fiend,EARTH,10.0,3000.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/60411677.jpg
60417395,Darkness Neosphere,Fiend,DARK,10.0,4000.0,4000.0,https://images.ygoprodeck.com/images/cards_cropped/60417395.jpg
60434101,Fabled Gallabas,Fiend,LIGHT,4.0,1500.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/60434101.jpg
60461077,Gouki Riscorpio,Warrior,EARTH,5.0,2300.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/60461077.jpg
60473572,Metalfoes Steelen,Psychic,FIRE,2.0,0.0,2100.0,https://images.ygoprodeck.com/images/cards_cropped/60473572.jpg
60482781,Mystic Swordsman LV6,Warrior,EARTH,6.0,2300.0,1700.0,https://images.ygoprodeck.com/images/cards_cropped/60482781.jpg
60508057,Raidraptor - Napalm Dragonius,Winged Beast,DARK,4.0,1000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/60508057.jpg
60549248,Batteryman 9-Volt,Thunder,LIGHT,4.0,1000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/60549248.jpg
60551528,Infernoid Pirmais,Fiend,FIRE,1.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/60551528.jpg
60589682,Twin Long Rods #1,Aqua,WATER,3.0,900.0,700.0,https://images.ygoprodeck.com/images/cards_cropped/60589682.jpg
60606759,"Renge, Gatekeeper of Dark World",Fiend,DARK,4.0,100.0,2100.0,https://images.ygoprodeck.com/images/cards_cropped/60606759.jpg
60643553,Ghost Sister & Spooky Dogwood,Zombie,WATER,3.0,0.0,1800.0,https://images.ygoprodeck.com/images/cards_cropped/60643553.jpg
60666820,Nefarious Archfiend Eater of Nefariousness,Beast,EARTH,4.0,1500.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/60666820.jpg
60668166,Naturia Cherries,Plant,EARTH,1.0,200.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/60668166.jpg
60681103,Divine Dragon Lord Felgrand,Dragon,LIGHT,8.0,2800.0,2800.0,https://images.ygoprodeck.com/images/cards_cropped/60681103.jpg
60681372,Nurikabe,Zombie,EARTH,4.0,900.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/60681372.jpg
60694662,Skelengel,Fairy,LIGHT,2.0,900.0,400.0,https://images.ygoprodeck.com/images/cards_cropped/60694662.jpg
60700283,Tellarknight Cygnian,Warrior,LIGHT,4.0,1500.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/60700283.jpg
60715406,Tentacle Plant,Plant,WATER,2.0,500.0,600.0,https://images.ygoprodeck.com/images/cards_cropped/60715406.jpg
60741115,Damage Eater,Fiend,DARK,2.0,100.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/60741115.jpg
60764609,Fiendsmith Engraver,Fiend,LIGHT,6.0,1800.0,2400.0,https://images.ygoprodeck.com/images/cards_cropped/60764609.jpg
60802233,Kuwagata α,Insect,EARTH,4.0,1250.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/60802233.jpg
60806437,UFO Turtle,Machine,FIRE,4.0,1400.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/60806437.jpg
60811211,Emptiness Devouring Xenovader△ Jahannam,Psychic,DARK,8.0,3000.0,2400.0,https://images.ygoprodeck.com/images/cards_cropped/60811211.jpg
60822251,Kaiki the Unity Star,Warrior,LIGHT,5.0,1000.0,2100.0,https://images.ygoprodeck.com/images/cards_cropped/60822251.jpg
60823690,Shinobaron Shade Peacock,Winged Beast,WIND,4.0,2000.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/60823690.jpg
60832978,Double Resonator,Fiend,FIRE,1.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/60832978.jpg
60862676,Flame Cerebrus,Pyro,FIRE,6.0,2100.0,1800.0,https://images.ygoprodeck.com/images/cards_cropped/60862676.jpg
60880471,Hellebore the Rikka Fairy,Plant,WATER,8.0,2600.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/60880471.jpg
60942444,Tenyi Spirit - Mapura,Wyrm,FIRE,4.0,600.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/60942444.jpg
60946049,Artmage Graflare,Dragon,LIGHT,5.0,2100.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/60946049.jpg
60948488,Chronicle Magician,Spellcaster,DARK,7.0,2500.0,2500.0,https://images.ygoprodeck.com/images/cards_cropped/60948488.jpg
60950180,Raidraptor - Sharp Lanius,Winged Beast,DARK,4.0,1700.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/60950180.jpg
60953118,Arcana Force XIV - Temperance,Fairy,LIGHT,6.0,2400.0,2400.0,https://images.ygoprodeck.com/images/cards_cropped/60953118.jpg
60953949,Ancient Gear Box,Machine,EARTH,4.0,500.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/60953949.jpg
60954556,Lyrilusc - Sapphire Swallow,Winged Beast,WIND,1.0,100.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/60954556.jpg
60990740,Absolute King Back Jack,Fiend,DARK,1.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/60990740.jpg
60999392,Machina Soldier,Machine,EARTH,4.0,1600.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/60999392.jpg
61011438,Brilliant Rose,Rock,LIGHT,2.0,500.0,500.0,https://images.ygoprodeck.com/images/cards_cropped/61011438.jpg
61019812,Red Duston,Fiend,FIRE,1.0,0.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/61019812.jpg
61027400,Gunkan Suship Ikura,Aqua,FIRE,4.0,200.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/61027400.jpg
